osm_id,elemento,dimensao,criterio,valor_observado,nivel_evidencia,interpretacao,total_universo_criterio
way/1453405511,travessia_linear,mobilidade_fisica,wheelchair,yes,sem_evidencia_negativa_no_criterio,Não foi registrada restrição para cadeira de rodas neste critério.,19
way/1453405511,travessia_linear,travessia_seguranca,crossing,marked,caracterizacao_contextual,Tipo de travessia registrado para caracterização da infraestrutura.,19
way/1453405511,travessia_linear,travessia_seguranca,crossing:markings,zebra,caracterizacao_contextual,Demarcação da travessia registrada.,19
way/1453405511,travessia_linear,continuidade_rede,extremidades_em_calcadas,2_de_2,sem_evidencia_negativa_no_criterio,As duas extremidades apresentam correspondência geométrica com calçadas.,19
way/1453405512,travessia_linear,mobilidade_fisica,wheelchair,no,impedimento_restricao_identificada,Restrição de mobilidade registrada para usuários de cadeira de rodas.,19
way/1453405512,travessia_linear,travessia_seguranca,crossing,marked,caracterizacao_contextual,Tipo de travessia registrado para caracterização da infraestrutura.,19
way/1453405512,travessia_linear,travessia_seguranca,crossing:markings,zebra,caracterizacao_contextual,Demarcação da travessia registrada.,19
way/1453405512,travessia_linear,continuidade_rede,extremidades_em_calcadas,2_de_2,sem_evidencia_negativa_no_criterio,As duas extremidades apresentam correspondência geométrica com calçadas.,19
way/1453588582,travessia_linear,mobilidade_fisica,wheelchair,,indeterminado,A condição de utilização por cadeira de rodas não foi determinada.,19
way/1453588582,travessia_linear,travessia_seguranca,crossing,marked,caracterizacao_contextual,Tipo de travessia registrado para caracterização da infraestrutura.,19
way/1453588582,travessia_linear,travessia_seguranca,crossing:markings,zebra,caracterizacao_contextual,Demarcação da travessia registrada.,19
way/1453588582,travessia_linear,continuidade_rede,extremidades_em_calcadas,2_de_2,sem_evidencia_negativa_no_criterio,As duas extremidades apresentam correspondência geométrica com calçadas.,19
way/1459568216,travessia_linear,mobilidade_fisica,wheelchair,,indeterminado,A condição de utilização por cadeira de rodas não foi determinada.,19
way/1459568216,travessia_linear,travessia_seguranca,crossing,marked,caracterizacao_contextual,Tipo de travessia registrado para caracterização da infraestrutura.,19
way/1459568216,travessia_linear,travessia_seguranca,crossing:markings,zebra,caracterizacao_contextual,Demarcação da travessia registrada.,19
way/1459568216,travessia_linear,continuidade_rede,extremidades_em_calcadas,1_de_2,requer_inspecao_interpretativa,Uma ou mais extremidades não apresentam correspondência geométrica com calçada. A situação requer interpretação.,19
way/1459568217,travessia_linear,mobilidade_fisica,wheelchair,,indeterminado,A condição de utilização por cadeira de rodas não foi determinada.,19
way/1459568217,travessia_linear,travessia_seguranca,crossing,marked,caracterizacao_contextual,Tipo de travessia registrado para caracterização da infraestrutura.,19
way/1459568217,travessia_linear,travessia_seguranca,crossing:markings,zebra,caracterizacao_contextual,Demarcação da travessia registrada.,19
way/1459568217,travessia_linear,continuidade_rede,extremidades_em_calcadas,2_de_2,sem_evidencia_negativa_no_criterio,As duas extremidades apresentam correspondência geométrica com calçadas.,19
way/1459630753,travessia_linear,mobilidade_fisica,wheelchair,yes,sem_evidencia_negativa_no_criterio,Não foi registrada restrição para cadeira de rodas neste critério.,19
way/1459630753,travessia_linear,travessia_seguranca,crossing,marked,caracterizacao_contextual,Tipo de travessia registrado para caracterização da infraestrutura.,19
way/1459630753,travessia_linear,travessia_seguranca,crossing:markings,zebra,caracterizacao_contextual,Demarcação da travessia registrada.,19
way/1459630753,travessia_linear,continuidade_rede,extremidades_em_calcadas,2_de_2,sem_evidencia_negativa_no_criterio,As duas extremidades apresentam correspondência geométrica com calçadas.,19
way/1459640307,travessia_linear,mobilidade_fisica,wheelchair,no,impedimento_restricao_identificada,Restrição de mobilidade registrada para usuários de cadeira de rodas.,19
way/1459640307,travessia_linear,travessia_seguranca,crossing,marked,caracterizacao_contextual,Tipo de travessia registrado para caracterização da infraestrutura.,19
way/1459640307,travessia_linear,travessia_seguranca,crossing:markings,zebra,caracterizacao_contextual,Demarcação da travessia registrada.,19
way/1459640307,travessia_linear,continuidade_rede,extremidades_em_calcadas,2_de_2,sem_evidencia_negativa_no_criterio,As duas extremidades apresentam correspondência geométrica com calçadas.,19
way/1459640308,travessia_linear,mobilidade_fisica,wheelchair,no,impedimento_restricao_identificada,Restrição de mobilidade registrada para usuários de cadeira de rodas.,19
way/1459640308,travessia_linear,travessia_seguranca,crossing,marked,caracterizacao_contextual,Tipo de travessia registrado para caracterização da infraestrutura.,19
way/1459640308,travessia_linear,travessia_seguranca,crossing:markings,zebra,caracterizacao_contextual,Demarcação da travessia registrada.,19
way/1459640308,travessia_linear,continuidade_rede,extremidades_em_calcadas,2_de_2,sem_evidencia_negativa_no_criterio,As duas extremidades apresentam correspondência geométrica com calçadas.,19
way/1459640309,travessia_linear,mobilidade_fisica,wheelchair,yes,sem_evidencia_negativa_no_criterio,Não foi registrada restrição para cadeira de rodas neste critério.,19
way/1459640309,travessia_linear,travessia_seguranca,crossing,marked,caracterizacao_contextual,Tipo de travessia registrado para caracterização da infraestrutura.,19
way/1459640309,travessia_linear,travessia_seguranca,crossing:markings,zebra,caracterizacao_contextual,Demarcação da travessia registrada.,19
way/1459640309,travessia_linear,continuidade_rede,extremidades_em_calcadas,2_de_2,sem_evidencia_negativa_no_criterio,As duas extremidades apresentam correspondência geométrica com calçadas.,19
way/1459640310,travessia_linear,mobilidade_fisica,wheelchair,no,impedimento_restricao_identificada,Restrição de mobilidade registrada para usuários de cadeira de rodas.,19
way/1459640310,travessia_linear,travessia_seguranca,crossing,marked,caracterizacao_contextual,Tipo de travessia registrado para caracterização da infraestrutura.,19
way/1459640310,travessia_linear,travessia_seguranca,crossing:markings,zebra,caracterizacao_contextual,Demarcação da travessia registrada.,19
way/1459640310,travessia_linear,continuidade_rede,extremidades_em_calcadas,2_de_2,sem_evidencia_negativa_no_criterio,As duas extremidades apresentam correspondência geométrica com calçadas.,19
way/1466128232,travessia_linear,mobilidade_fisica,wheelchair,no,impedimento_restricao_identificada,Restrição de mobilidade registrada para usuários de cadeira de rodas.,19
way/1466128232,travessia_linear,travessia_seguranca,crossing,marked,caracterizacao_contextual,Tipo de travessia registrado para caracterização da infraestrutura.,19
way/1466128232,travessia_linear,travessia_seguranca,crossing:markings,zebra,caracterizacao_contextual,Demarcação da travessia registrada.,19
way/1466128232,travessia_linear,continuidade_rede,extremidades_em_calcadas,2_de_2,sem_evidencia_negativa_no_criterio,As duas extremidades apresentam correspondência geométrica com calçadas.,19
way/1466128235,travessia_linear,mobilidade_fisica,wheelchair,no,impedimento_restricao_identificada,Restrição de mobilidade registrada para usuários de cadeira de rodas.,19
way/1466128235,travessia_linear,travessia_seguranca,crossing,marked,caracterizacao_contextual,Tipo de travessia registrado para caracterização da infraestrutura.,19
way/1466128235,travessia_linear,travessia_seguranca,crossing:markings,zebra,caracterizacao_contextual,Demarcação da travessia registrada.,19
way/1466128235,travessia_linear,continuidade_rede,extremidades_em_calcadas,2_de_2,sem_evidencia_negativa_no_criterio,As duas extremidades apresentam correspondência geométrica com calçadas.,19
node/13313710169,no_meio_fio,mobilidade_fisica,kerb,flush,sem_evidencia_negativa_no_criterio,Não foi identificado desnível elevado neste critério.,34
node/13313710169,no_meio_fio,mobilidade_fisica,wheelchair,,indeterminado,Condição de utilização por cadeira de rodas não determinada.,34
node/13313710169,no_meio_fio,orientacao_visual_sensorial,tactile_paving,,indeterminado,Não há informação suficiente para determinar a presença de sinalização tátil na interface.,34
node/13313734710,no_meio_fio,mobilidade_fisica,kerb,lowered,sem_evidencia_negativa_no_criterio,Não foi identificado desnível elevado neste critério.,34
node/13313734710,no_meio_fio,mobilidade_fisica,wheelchair,limited,impedimento_restricao_identificada,Restrição de mobilidade registrada para usuários de cadeira de rodas.,34
node/13313734710,no_meio_fio,orientacao_visual_sensorial,tactile_paving,,indeterminado,Não há informação suficiente para determinar a presença de sinalização tátil na interface.,34
node/13328865751,no_meio_fio,mobilidade_fisica,kerb,lowered,sem_evidencia_negativa_no_criterio,Não foi identificado desnível elevado neste critério.,34
node/13328865751,no_meio_fio,mobilidade_fisica,wheelchair,,indeterminado,Condição de utilização por cadeira de rodas não determinada.,34
node/13328865751,no_meio_fio,orientacao_visual_sensorial,tactile_paving,yes,recurso_acessibilidade_presente,Presença registrada de sinalização tátil.,34
node/13328865755,no_meio_fio,mobilidade_fisica,kerb,flush,sem_evidencia_negativa_no_criterio,Não foi identificado desnível elevado neste critério.,34
node/13328865755,no_meio_fio,mobilidade_fisica,wheelchair,yes,sem_evidencia_negativa_no_criterio,Não foi registrada restrição para cadeira de rodas neste critério.,34
node/13328865755,no_meio_fio,orientacao_visual_sensorial,tactile_paving,no,impedimento_restricao_identificada,Ausência explicitamente registrada de sinalização tátil na interface de meio-fio.,34
node/13330390486,no_meio_fio,mobilidade_fisica,kerb,raised,impedimento_restricao_identificada,"Meio-fio elevado, representando desnível na transição entre calçada e via.",34
node/13330390486,no_meio_fio,mobilidade_fisica,wheelchair,no,impedimento_restricao_identificada,Restrição de mobilidade registrada para usuários de cadeira de rodas.,34
node/13330390486,no_meio_fio,orientacao_visual_sensorial,tactile_paving,no,impedimento_restricao_identificada,Ausência explicitamente registrada de sinalização tátil na interface de meio-fio.,34
node/13330390492,no_meio_fio,mobilidade_fisica,kerb,raised,impedimento_restricao_identificada,"Meio-fio elevado, representando desnível na transição entre calçada e via.",34
node/13330390492,no_meio_fio,mobilidade_fisica,wheelchair,no,impedimento_restricao_identificada,Restrição de mobilidade registrada para usuários de cadeira de rodas.,34
node/13330390492,no_meio_fio,orientacao_visual_sensorial,tactile_paving,no,impedimento_restricao_identificada,Ausência explicitamente registrada de sinalização tátil na interface de meio-fio.,34
node/13330390493,no_meio_fio,mobilidade_fisica,kerb,raised,impedimento_restricao_identificada,"Meio-fio elevado, representando desnível na transição entre calçada e via.",34
node/13330390493,no_meio_fio,mobilidade_fisica,wheelchair,no,impedimento_restricao_identificada,Restrição de mobilidade registrada para usuários de cadeira de rodas.,34
node/13330390493,no_meio_fio,orientacao_visual_sensorial,tactile_paving,no,impedimento_restricao_identificada,Ausência explicitamente registrada de sinalização tátil na interface de meio-fio.,34
node/13330390494,no_meio_fio,mobilidade_fisica,kerb,raised,impedimento_restricao_identificada,"Meio-fio elevado, representando desnível na transição entre calçada e via.",34
node/13330390494,no_meio_fio,mobilidade_fisica,wheelchair,no,impedimento_restricao_identificada,Restrição de mobilidade registrada para usuários de cadeira de rodas.,34
node/13330390494,no_meio_fio,orientacao_visual_sensorial,tactile_paving,no,impedimento_restricao_identificada,Ausência explicitamente registrada de sinalização tátil na interface de meio-fio.,34
node/13330390495,no_meio_fio,mobilidade_fisica,kerb,raised,impedimento_restricao_identificada,"Meio-fio elevado, representando desnível na transição entre calçada e via.",34
node/13330390495,no_meio_fio,mobilidade_fisica,wheelchair,no,impedimento_restricao_identificada,Restrição de mobilidade registrada para usuários de cadeira de rodas.,34
node/13330390495,no_meio_fio,orientacao_visual_sensorial,tactile_paving,no,impedimento_restricao_identificada,Ausência explicitamente registrada de sinalização tátil na interface de meio-fio.,34
node/13330407752,no_meio_fio,mobilidade_fisica,kerb,raised,impedimento_restricao_identificada,"Meio-fio elevado, representando desnível na transição entre calçada e via.",34
node/13330407752,no_meio_fio,mobilidade_fisica,wheelchair,no,impedimento_restricao_identificada,Restrição de mobilidade registrada para usuários de cadeira de rodas.,34
node/13330407752,no_meio_fio,orientacao_visual_sensorial,tactile_paving,no,impedimento_restricao_identificada,Ausência explicitamente registrada de sinalização tátil na interface de meio-fio.,34
node/13330610449,no_meio_fio,mobilidade_fisica,kerb,raised,impedimento_restricao_identificada,"Meio-fio elevado, representando desnível na transição entre calçada e via.",34
node/13330610449,no_meio_fio,mobilidade_fisica,wheelchair,no,impedimento_restricao_identificada,Restrição de mobilidade registrada para usuários de cadeira de rodas.,34
node/13330610449,no_meio_fio,orientacao_visual_sensorial,tactile_paving,no,impedimento_restricao_identificada,Ausência explicitamente registrada de sinalização tátil na interface de meio-fio.,34
node/13330610451,no_meio_fio,mobilidade_fisica,kerb,raised,impedimento_restricao_identificada,"Meio-fio elevado, representando desnível na transição entre calçada e via.",34
node/13330610451,no_meio_fio,mobilidade_fisica,wheelchair,no,impedimento_restricao_identificada,Restrição de mobilidade registrada para usuários de cadeira de rodas.,34
node/13330610451,no_meio_fio,orientacao_visual_sensorial,tactile_paving,no,impedimento_restricao_identificada,Ausência explicitamente registrada de sinalização tátil na interface de meio-fio.,34
node/13371909000,no_meio_fio,mobilidade_fisica,kerb,lowered,sem_evidencia_negativa_no_criterio,Não foi identificado desnível elevado neste critério.,34
node/13371909000,no_meio_fio,mobilidade_fisica,wheelchair,yes,sem_evidencia_negativa_no_criterio,Não foi registrada restrição para cadeira de rodas neste critério.,34
node/13371909000,no_meio_fio,orientacao_visual_sensorial,tactile_paving,no,impedimento_restricao_identificada,Ausência explicitamente registrada de sinalização tátil na interface de meio-fio.,34
node/13372021001,no_meio_fio,mobilidade_fisica,kerb,lowered,sem_evidencia_negativa_no_criterio,Não foi identificado desnível elevado neste critério.,34
node/13372021001,no_meio_fio,mobilidade_fisica,wheelchair,yes,sem_evidencia_negativa_no_criterio,Não foi registrada restrição para cadeira de rodas neste critério.,34
node/13372021001,no_meio_fio,orientacao_visual_sensorial,tactile_paving,no,impedimento_restricao_identificada,Ausência explicitamente registrada de sinalização tátil na interface de meio-fio.,34
node/13386540230,no_meio_fio,mobilidade_fisica,kerb,flush,sem_evidencia_negativa_no_criterio,Não foi identificado desnível elevado neste critério.,34
node/13386540230,no_meio_fio,mobilidade_fisica,wheelchair,yes,sem_evidencia_negativa_no_criterio,Não foi registrada restrição para cadeira de rodas neste critério.,34
node/13386540230,no_meio_fio,orientacao_visual_sensorial,tactile_paving,no,impedimento_restricao_identificada,Ausência explicitamente registrada de sinalização tátil na interface de meio-fio.,34
node/13386582734,no_meio_fio,mobilidade_fisica,kerb,raised,impedimento_restricao_identificada,"Meio-fio elevado, representando desnível na transição entre calçada e via.",34
node/13386582734,no_meio_fio,mobilidade_fisica,wheelchair,,indeterminado,Condição de utilização por cadeira de rodas não determinada.,34
node/13386582734,no_meio_fio,orientacao_visual_sensorial,tactile_paving,,indeterminado,Não há informação suficiente para determinar a presença de sinalização tátil na interface.,34
node/13386582735,no_meio_fio,mobilidade_fisica,kerb,raised,impedimento_restricao_identificada,"Meio-fio elevado, representando desnível na transição entre calçada e via.",34
node/13386582735,no_meio_fio,mobilidade_fisica,wheelchair,,indeterminado,Condição de utilização por cadeira de rodas não determinada.,34
node/13386582735,no_meio_fio,orientacao_visual_sensorial,tactile_paving,,indeterminado,Não há informação suficiente para determinar a presença de sinalização tátil na interface.,34
node/13387106469,no_meio_fio,mobilidade_fisica,kerb,lowered,sem_evidencia_negativa_no_criterio,Não foi identificado desnível elevado neste critério.,34
node/13387106469,no_meio_fio,mobilidade_fisica,wheelchair,,indeterminado,Condição de utilização por cadeira de rodas não determinada.,34
node/13387106469,no_meio_fio,orientacao_visual_sensorial,tactile_paving,,indeterminado,Não há informação suficiente para determinar a presença de sinalização tátil na interface.,34
node/13387106470,no_meio_fio,mobilidade_fisica,kerb,lowered,sem_evidencia_negativa_no_criterio,Não foi identificado desnível elevado neste critério.,34
node/13387106470,no_meio_fio,mobilidade_fisica,wheelchair,,indeterminado,Condição de utilização por cadeira de rodas não determinada.,34
node/13387106470,no_meio_fio,orientacao_visual_sensorial,tactile_paving,,indeterminado,Não há informação suficiente para determinar a presença de sinalização tátil na interface.,34
node/13387148875,no_meio_fio,mobilidade_fisica,kerb,raised,impedimento_restricao_identificada,"Meio-fio elevado, representando desnível na transição entre calçada e via.",34
node/13387148875,no_meio_fio,mobilidade_fisica,wheelchair,,indeterminado,Condição de utilização por cadeira de rodas não determinada.,34
node/13387148875,no_meio_fio,orientacao_visual_sensorial,tactile_paving,,indeterminado,Não há informação suficiente para determinar a presença de sinalização tátil na interface.,34
node/13387148876,no_meio_fio,mobilidade_fisica,kerb,raised,impedimento_restricao_identificada,"Meio-fio elevado, representando desnível na transição entre calçada e via.",34
node/13387148876,no_meio_fio,mobilidade_fisica,wheelchair,,indeterminado,Condição de utilização por cadeira de rodas não determinada.,34
node/13387148876,no_meio_fio,orientacao_visual_sensorial,tactile_paving,,indeterminado,Não há informação suficiente para determinar a presença de sinalização tátil na interface.,34
node/13387148878,no_meio_fio,mobilidade_fisica,kerb,flush,sem_evidencia_negativa_no_criterio,Não foi identificado desnível elevado neste critério.,34
node/13387148878,no_meio_fio,mobilidade_fisica,wheelchair,,indeterminado,Condição de utilização por cadeira de rodas não determinada.,34
node/13387148878,no_meio_fio,orientacao_visual_sensorial,tactile_paving,,indeterminado,Não há informação suficiente para determinar a presença de sinalização tátil na interface.,34
node/13387242264,no_meio_fio,mobilidade_fisica,kerb,raised,impedimento_restricao_identificada,"Meio-fio elevado, representando desnível na transição entre calçada e via.",34
node/13387242264,no_meio_fio,mobilidade_fisica,wheelchair,,indeterminado,Condição de utilização por cadeira de rodas não determinada.,34
node/13387242264,no_meio_fio,orientacao_visual_sensorial,tactile_paving,,indeterminado,Não há informação suficiente para determinar a presença de sinalização tátil na interface.,34
node/13387242265,no_meio_fio,mobilidade_fisica,kerb,lowered,sem_evidencia_negativa_no_criterio,Não foi identificado desnível elevado neste critério.,34
node/13387242265,no_meio_fio,mobilidade_fisica,wheelchair,,indeterminado,Condição de utilização por cadeira de rodas não determinada.,34
node/13387242265,no_meio_fio,orientacao_visual_sensorial,tactile_paving,,indeterminado,Não há informação suficiente para determinar a presença de sinalização tátil na interface.,34
node/13387242266,no_meio_fio,mobilidade_fisica,kerb,lowered,sem_evidencia_negativa_no_criterio,Não foi identificado desnível elevado neste critério.,34
node/13387242266,no_meio_fio,mobilidade_fisica,wheelchair,,indeterminado,Condição de utilização por cadeira de rodas não determinada.,34
node/13387242266,no_meio_fio,orientacao_visual_sensorial,tactile_paving,,indeterminado,Não há informação suficiente para determinar a presença de sinalização tátil na interface.,34
node/13387242268,no_meio_fio,mobilidade_fisica,kerb,raised,impedimento_restricao_identificada,"Meio-fio elevado, representando desnível na transição entre calçada e via.",34
node/13387242268,no_meio_fio,mobilidade_fisica,wheelchair,,indeterminado,Condição de utilização por cadeira de rodas não determinada.,34
node/13387242268,no_meio_fio,orientacao_visual_sensorial,tactile_paving,,indeterminado,Não há informação suficiente para determinar a presença de sinalização tátil na interface.,34
node/13387242270,no_meio_fio,mobilidade_fisica,kerb,lowered,sem_evidencia_negativa_no_criterio,Não foi identificado desnível elevado neste critério.,34
node/13387242270,no_meio_fio,mobilidade_fisica,wheelchair,,indeterminado,Condição de utilização por cadeira de rodas não determinada.,34
node/13387242270,no_meio_fio,orientacao_visual_sensorial,tactile_paving,,indeterminado,Não há informação suficiente para determinar a presença de sinalização tátil na interface.,34
node/13387242271,no_meio_fio,mobilidade_fisica,kerb,lowered,sem_evidencia_negativa_no_criterio,Não foi identificado desnível elevado neste critério.,34
node/13387242271,no_meio_fio,mobilidade_fisica,wheelchair,,indeterminado,Condição de utilização por cadeira de rodas não determinada.,34
node/13387242271,no_meio_fio,orientacao_visual_sensorial,tactile_paving,,indeterminado,Não há informação suficiente para determinar a presença de sinalização tátil na interface.,34
node/13387242273,no_meio_fio,mobilidade_fisica,kerb,raised,impedimento_restricao_identificada,"Meio-fio elevado, representando desnível na transição entre calçada e via.",34
node/13387242273,no_meio_fio,mobilidade_fisica,wheelchair,,indeterminado,Condição de utilização por cadeira de rodas não determinada.,34
node/13387242273,no_meio_fio,orientacao_visual_sensorial,tactile_paving,,indeterminado,Não há informação suficiente para determinar a presença de sinalização tátil na interface.,34
node/13387242275,no_meio_fio,mobilidade_fisica,kerb,raised,impedimento_restricao_identificada,"Meio-fio elevado, representando desnível na transição entre calçada e via.",34
node/13387242275,no_meio_fio,mobilidade_fisica,wheelchair,,indeterminado,Condição de utilização por cadeira de rodas não determinada.,34
node/13387242275,no_meio_fio,orientacao_visual_sensorial,tactile_paving,,indeterminado,Não há informação suficiente para determinar a presença de sinalização tátil na interface.,34
node/13447284834,no_meio_fio,mobilidade_fisica,kerb,raised,impedimento_restricao_identificada,"Meio-fio elevado, representando desnível na transição entre calçada e via.",34
node/13447284834,no_meio_fio,mobilidade_fisica,wheelchair,,indeterminado,Condição de utilização por cadeira de rodas não determinada.,34
node/13447284834,no_meio_fio,orientacao_visual_sensorial,tactile_paving,,indeterminado,Não há informação suficiente para determinar a presença de sinalização tátil na interface.,34
node/13447284835,no_meio_fio,mobilidade_fisica,kerb,raised,impedimento_restricao_identificada,"Meio-fio elevado, representando desnível na transição entre calçada e via.",34
node/13447284835,no_meio_fio,mobilidade_fisica,wheelchair,,indeterminado,Condição de utilização por cadeira de rodas não determinada.,34
node/13447284835,no_meio_fio,orientacao_visual_sensorial,tactile_paving,,indeterminado,Não há informação suficiente para determinar a presença de sinalização tátil na interface.,34
node/13447284887,no_meio_fio,mobilidade_fisica,kerb,raised,impedimento_restricao_identificada,"Meio-fio elevado, representando desnível na transição entre calçada e via.",34
node/13447284887,no_meio_fio,mobilidade_fisica,wheelchair,,indeterminado,Condição de utilização por cadeira de rodas não determinada.,34
node/13447284887,no_meio_fio,orientacao_visual_sensorial,tactile_paving,,indeterminado,Não há informação suficiente para determinar a presença de sinalização tátil na interface.,34
node/13447284894,no_meio_fio,mobilidade_fisica,kerb,raised,impedimento_restricao_identificada,"Meio-fio elevado, representando desnível na transição entre calçada e via.",34
node/13447284894,no_meio_fio,mobilidade_fisica,wheelchair,,indeterminado,Condição de utilização por cadeira de rodas não determinada.,34
node/13447284894,no_meio_fio,orientacao_visual_sensorial,tactile_paving,,indeterminado,Não há informação suficiente para determinar a presença de sinalização tátil na interface.,34
node/13313710169,no_meio_fio,configuracao_infraestrutura,rebaixamento_com_travessia_linear,sim,sem_evidencia_negativa_no_criterio,O rebaixamento apresenta correspondência geométrica com travessia linear.,14
node/13313734710,no_meio_fio,configuracao_infraestrutura,rebaixamento_com_travessia_linear,nao,condicao_critica_oportunidade_melhoria,Rebaixamento corretamente mapeado sem travessia linear correspondente; o caso pode representar oportunidade de melhoria da infraestrutura real.,14
node/13328865751,no_meio_fio,configuracao_infraestrutura,rebaixamento_com_travessia_linear,nao,condicao_critica_oportunidade_melhoria,Rebaixamento corretamente mapeado sem travessia linear correspondente; o caso pode representar oportunidade de melhoria da infraestrutura real.,14
node/13328865755,no_meio_fio,configuracao_infraestrutura,rebaixamento_com_travessia_linear,sim,sem_evidencia_negativa_no_criterio,O rebaixamento apresenta correspondência geométrica com travessia linear.,14
node/13371909000,no_meio_fio,configuracao_infraestrutura,rebaixamento_com_travessia_linear,sim,sem_evidencia_negativa_no_criterio,O rebaixamento apresenta correspondência geométrica com travessia linear.,14
node/13372021001,no_meio_fio,configuracao_infraestrutura,rebaixamento_com_travessia_linear,sim,sem_evidencia_negativa_no_criterio,O rebaixamento apresenta correspondência geométrica com travessia linear.,14
node/13386540230,no_meio_fio,configuracao_infraestrutura,rebaixamento_com_travessia_linear,sim,sem_evidencia_negativa_no_criterio,O rebaixamento apresenta correspondência geométrica com travessia linear.,14
node/13387106469,no_meio_fio,configuracao_infraestrutura,rebaixamento_com_travessia_linear,sim,sem_evidencia_negativa_no_criterio,O rebaixamento apresenta correspondência geométrica com travessia linear.,14
node/13387106470,no_meio_fio,configuracao_infraestrutura,rebaixamento_com_travessia_linear,sim,sem_evidencia_negativa_no_criterio,O rebaixamento apresenta correspondência geométrica com travessia linear.,14
node/13387148878,no_meio_fio,configuracao_infraestrutura,rebaixamento_com_travessia_linear,sim,sem_evidencia_negativa_no_criterio,O rebaixamento apresenta correspondência geométrica com travessia linear.,14
node/13387242265,no_meio_fio,configuracao_infraestrutura,rebaixamento_com_travessia_linear,sim,sem_evidencia_negativa_no_criterio,O rebaixamento apresenta correspondência geométrica com travessia linear.,14
node/13387242266,no_meio_fio,configuracao_infraestrutura,rebaixamento_com_travessia_linear,sim,sem_evidencia_negativa_no_criterio,O rebaixamento apresenta correspondência geométrica com travessia linear.,14
node/13387242270,no_meio_fio,configuracao_infraestrutura,rebaixamento_com_travessia_linear,sim,sem_evidencia_negativa_no_criterio,O rebaixamento apresenta correspondência geométrica com travessia linear.,14
node/13387242271,no_meio_fio,configuracao_infraestrutura,rebaixamento_com_travessia_linear,sim,sem_evidencia_negativa_no_criterio,O rebaixamento apresenta correspondência geométrica com travessia linear.,14
node/347634148,no_travessia,travessia_seguranca,crossing,uncontrolled,caracterizacao_contextual,Tipo de travessia registrado.,24
node/347634148,no_travessia,travessia_seguranca,crossing:markings,,indeterminado,Informação sobre demarcação da travessia ausente.,24
node/347634148,no_travessia,continuidade_rede,correspondencia_travessia_linear,sim,sem_evidencia_negativa_no_criterio,O nó apresenta correspondência geométrica com travessia linear.,24
node/1492981519,no_travessia,travessia_seguranca,crossing,traffic_signals,caracterizacao_contextual,Tipo de travessia registrado.,24
node/1492981519,no_travessia,travessia_seguranca,crossing:markings,,indeterminado,Informação sobre demarcação da travessia ausente.,24
node/1492981519,no_travessia,continuidade_rede,correspondencia_travessia_linear,sim,sem_evidencia_negativa_no_criterio,O nó apresenta correspondência geométrica com travessia linear.,24
node/1825714393,no_travessia,travessia_seguranca,crossing,traffic_signals,caracterizacao_contextual,Tipo de travessia registrado.,24
node/1825714393,no_travessia,travessia_seguranca,crossing:markings,,indeterminado,Informação sobre demarcação da travessia ausente.,24
node/1825714393,no_travessia,continuidade_rede,correspondencia_travessia_linear,nao,requer_inspecao_interpretativa,O nó não apresenta correspondência geométrica com travessia linear. A situação requer interpretação e não é classificada automaticamente como erro.,24
node/1825714411,no_travessia,travessia_seguranca,crossing,traffic_signals,caracterizacao_contextual,Tipo de travessia registrado.,24
node/1825714411,no_travessia,travessia_seguranca,crossing:markings,,indeterminado,Informação sobre demarcação da travessia ausente.,24
node/1825714411,no_travessia,continuidade_rede,correspondencia_travessia_linear,sim,sem_evidencia_negativa_no_criterio,O nó apresenta correspondência geométrica com travessia linear.,24
node/4083503244,no_travessia,travessia_seguranca,crossing,uncontrolled,caracterizacao_contextual,Tipo de travessia registrado.,24
node/4083503244,no_travessia,travessia_seguranca,crossing:markings,no,condicao_critica_oportunidade_melhoria,Ausência explícita de demarcação da travessia.,24
node/4083503244,no_travessia,continuidade_rede,correspondencia_travessia_linear,sim,sem_evidencia_negativa_no_criterio,O nó apresenta correspondência geométrica com travessia linear.,24
node/6616051037,no_travessia,travessia_seguranca,crossing,marked,caracterizacao_contextual,Tipo de travessia registrado.,24
node/6616051037,no_travessia,travessia_seguranca,crossing:markings,yes,caracterizacao_contextual,Demarcação da travessia registrada.,24
node/6616051037,no_travessia,continuidade_rede,correspondencia_travessia_linear,nao,requer_inspecao_interpretativa,O nó não apresenta correspondência geométrica com travessia linear. A situação requer interpretação e não é classificada automaticamente como erro.,24
node/6616051038,no_travessia,travessia_seguranca,crossing,marked,caracterizacao_contextual,Tipo de travessia registrado.,24
node/6616051038,no_travessia,travessia_seguranca,crossing:markings,yes,caracterizacao_contextual,Demarcação da travessia registrada.,24
node/6616051038,no_travessia,continuidade_rede,correspondencia_travessia_linear,nao,requer_inspecao_interpretativa,O nó não apresenta correspondência geométrica com travessia linear. A situação requer interpretação e não é classificada automaticamente como erro.,24
node/7260340132,no_travessia,travessia_seguranca,crossing,uncontrolled,caracterizacao_contextual,Tipo de travessia registrado.,24
node/7260340132,no_travessia,travessia_seguranca,crossing:markings,zebra,caracterizacao_contextual,Demarcação da travessia registrada.,24
node/7260340132,no_travessia,continuidade_rede,correspondencia_travessia_linear,sim,sem_evidencia_negativa_no_criterio,O nó apresenta correspondência geométrica com travessia linear.,24
node/7546588589,no_travessia,travessia_seguranca,crossing,traffic_signals,caracterizacao_contextual,Tipo de travessia registrado.,24
